STATION,route_id,hr,crowd
116 ST,A,20,98.83333333333333
CENTRAL AV,M,20,1.0
72 ST,A,20,96.33333333333333
CHAMBERS ST,A,20,187.07692307692307
7 AV,E,20,
23 ST,R,20,
157 ST,1,20,9.0
SHEPHERD AV,A,20,100.83333333333333
FRESH POND RD,M,20,0.6
METS-WILLETS PT,7,20,0.6153846153846154
34 ST-PENN STA,E,20,
155 ST,A,20,111.4
MOSHOLU PKWY,4,20,2.230769230769231
72 ST,3,20,24.833333333333332
7 AV,D,20,
STEINWAY ST,R,20,
23 ST,N,20,
238 ST,1,20,2.388888888888889
80 ST,A,20,87.8
LEXINGTON AV/53,E,20,12.25
BURKE AV,2,20,7.769230769230769
8 ST-NYU,R,20,
CHURCH AV,2,20,12.409090909090908
66 ST-LINCOLN,1,20,12.8
67 AV,M,20,
FULTON ST,2,20,13.875
FOREST HILLS 71,R,20,10.0
LEXINGTON AV/63,Q,20,
14TH STREET,1,20,2.6666666666666665
BURNSIDE AV,4,20,6.125
FULTON ST,5,20,31.0
8 ST-NYU,N,20,
67 AV,R,20,0.0
CHRISTOPHER ST,1,20,5.888888888888889
34 ST-PENN STA,2,20,10.875
PROSPECT PARK,Q,20,
V.CORTLANDT PK,1,20,4.714285714285714
FULTON ST,A,20,120.44444444444446
BROOKLYN BRIDGE,5,20,28.625
LEXINGTON AV/53,M,20,
149/GRAND CONC,5,20,20.3125
WESTCHESTER SQ,6,20,9.909090909090908
34 ST-PENN STA,1,20,13.9375
FOREST HILLS 71,M,20,0.0
FULTON ST,G,20,8.333333333333334
TIMES SQ-42 ST,Q,20,
STERLING ST,2,20,7.181818181818182
163 ST-AMSTERDM,A,20,104.4
82 ST-JACKSON H,7,20,10.4
25 AV,D,20,1.4
VAN SICLEN AV,3,20,3.9166666666666665
81 ST-MUSEUM,A,20,109.41666666666667
MYRTLE-WILLOUGH,G,20,10.166666666666666
BUHRE AV,6,20,6.0
LEXINGTON AV/63,F,20,
WOODHAVEN BLVD,J,20,
125 ST,2,20,14.4
BROOKLYN BRIDGE,6,20,4.7
FULTON ST,J,20,0.0
CHURCH AV,F,20,
23 ST,M,20,
LONGWOOD AV,6,20,24.125
FULTON ST,3,20,26.928571428571427
14TH STREET,2,20,2.75
8 AV,A,20,98.36363636363636
CANAL ST,E,20,2.5
34 ST-PENN STA,3,20,29.0
MYRTLE AV,M,20,6.0
79 ST,D,20,
LORIMER ST,J,20,11.333333333333334
BROOKLYN BRIDGE,4,20,15.384615384615385
86 ST,4,20,15.590909090909092
23 ST,F,20,
MYRTLE AV,J,20,9.333333333333334
116 ST,2,20,14.0
SENECA AVE,M,20,0.2
WHITEHALL S-FRY,R,20,
149/GRAND CONC,2,20,20.0
233 ST,2,20,8.375
FRANKLIN AV,A,20,129.14285714285714
CANAL ST,1,20,4.5625
125 ST,1,20,5.444444444444445
LIBERTY AV,A,20,102.83333333333333
TIMES SQ-42 ST,R,20,
SARATOGA AV,3,20,16.666666666666668
CANAL ST,A,20,95.1
20 AV,N,20,
8 AV,N,20,
85 ST-FOREST PK,J,20,0.5
86 ST,1,20,17.8
8 AV,E,20,
68ST-HUNTER CO,6,20,21.772727272727273
182-183 STS,D,20,2.0
PROSPECT AV,5,20,8.833333333333334
FULTON ST,4,20,16.035714285714285
PROSPECT AV,2,21,17.0
STERLING ST,2,21,6.821428571428571
30 AV,N,21,3.0
SOUTH FERRY,1,21,1.1428571428571428
23 ST,F,21,
RECTOR ST,1,21,2.25
3 AV 138 ST,6,21,22.041666666666668
39 AV,N,21,0.25
33 ST-RAWSON ST,7,21,8.76923076923077
23 ST,M,21,
33 ST,6,21,18.555555555555557
36 ST,R,21,
190 ST,A,21,113.33333333333333
SIMPSON ST,2,21,12.454545454545455
PROSPECT AV,5,21,14.833333333333334
207 ST,1,21,5.444444444444445
3 AV-149 ST,5,21,15.6
PELHAM PKWY,2,21,10.0
191 ST,1,21,2.625
SPRING ST,E,21,5.666666666666667
RECTOR ST,N,21,
42 ST-PORT AUTH,E,21,
3 AV-149 ST,2,21,13.8125
219 ST,2,21,8.166666666666666
ROCKAWAY AV,3,21,11.4
RECTOR ST,R,21,
SHEPHERD AV,A,21,103.0
36 ST,M,21,
SOUTH FERRY,N,21,
34 ST-HUDSON YD,7,21,1.6666666666666667
ROCKAWAY BLVD,A,21,121.5
18 AV,F,21,
PRESIDENT ST,2,21,4.923076923076923
SPRING ST,A,21,111.16666666666667
34 ST-HERALD SQ,Q,21,
34 ST-PENN STA,2,21,8.777777777777779
18 AV,N,21,
20 AV,N,21,
40 ST LOWERY ST,7,21,8.733333333333333
28 ST,1,21,6.6
23 ST,1,21,6.7
233 ST,2,21,11.5
QUEENS PLAZA,R,21,
ROCKAWAY PARK B,H,21,0.0
23 ST,A,21,104.0
34 ST-PENN STA,3,21,23.625
42 ST-BRYANT PK,F,21,
PRINCE ST,N,21,
34 ST-HERALD SQ,N,21,
25 ST,R,21,
238 ST,1,21,2.3636363636363638
SMITH-9 ST,F,21,
25 AV,D,21,0.8333333333333334
20 AV,D,21,
QUEENS PLAZA,E,21,
SOUTH FERRY,R,21,
182-183 STS,D,21,2.4
42 ST-BRYANT PK,D,21,
SARATOGA AV,3,21,10.428571428571429
STEINWAY ST,M,21,
34 ST-PENN STA,1,21,6.7272727272727275
34 ST-HERALD SQ,R,21,
23 ST,6,21,13.2
ROOSEVELT ISLND,F,21,0.0
PROSPECT PARK,Q,21,
QUEENS PLAZA,M,21,
SUTPHIN BLVD,F,21,3.0
181 ST,1,21,6.8
SENECA AVE,M,21,1.0
28 ST,6,21,14.5
42 ST-PORT AUTH,A,21,95.33333333333333
PRINCE ST,R,21,
28 ST,R,21,
RALPH AV,A,21,107.5
34 ST-PENN STA,E,21,
PENNSYLVANIA AV,3,21,9.8125
ST LAWRENCE AV,6,21,6.142857142857143
34 ST-HERALD SQ,D,21,
23 ST,E,21,
21 ST,G,21,0.6666666666666666
18 ST,1,21,6.333333333333333
23 ST,N,21,
ROCKAWAY AV,A,21,82.8
36 AV,N,21,2.25
4 AV-9 ST,F,21,
23 ST,R,21,
PROSPECT PARK,FS,21,0.0
SHEEPSHEAD BAY,Q,21,4.0
34 ST-HERALD SQ,F,21,
STEINWAY ST,R,21,
SMITH-9 ST,G,21,
QUEENSBORO PLZ,7,21,10.214285714285714
183 ST,4,21,4.708333333333333
4 AV-9 ST,G,21,
42 ST-BRYANT PK,M,21,
34 ST-PENN STA,A,21,96.4
181 ST,A,21,126.15
28 ST,N,21,
34 ST-HERALD SQ,M,21,
SIMPSON ST,5,21,11.333333333333334
2 AV,F,21,
21 ST-QNSBRIDGE,F,21,
225 ST,2,21,11.35
SPRING ST,6,21,10.285714285714286
PROSPECT AV,R,21,
231 ST,1,21,4.444444444444445
KINGSBRIDGE RD,4,21,3.7
SUTPHIN-ARCHER,E,21,0.0
HALSEY ST,J,21,5.5
125 ST,D,21,9.833333333333334
HARLEM 148 ST,3,21,3.4
125 ST,E,21,
BOROUGH HALL,2,21,7.133333333333334
BLEECKER ST,6,21,11.333333333333334
HEWES ST,J,21,8.5
WALL ST,3,21,28.142857142857142
BEVERLY RD,2,21,9.2
HEWES ST,M,21,8.4
BEVERLEY ROAD,Q,21,
135 ST,2,21,16.846153846153847
BERGEN ST,G,21,
HIGH ST,A,21,109.33333333333333
WALL ST,2,21,6.7
BERGEN ST,F,21,
HOUSTON ST,1,21,4.111111111111111
BERGEN ST,3,21,34.0
BERGEN ST,2,21,5.222222222222222
135 ST,3,21,13.11111111111111
BEDFORD-NOSTRAN,G,21,3.75
HOWARD BCH JFK,A,21,112.5
BEDFORD PK BLVD,D,21,0.75
BEDFORD PK BLVD,4,21,2.4
HOYT ST,2,21,7.0
135 ST,A,21,116.2
WAKEFIELD/241,2,21,15.0
BEACH 98 ST,H,21,0.0
HOYT ST,3,21,27.75
BOROUGH HALL,3,21,29.9
BOROUGH HALL,4,21,13.26923076923077
BOROUGH HALL,N,21,
GUN HILL RD,2,21,14.0
BRONX PARK EAST,2,21,10.25
GRAND ARMY PLAZ,2,21,6.0
BROADWAY,N,21,2.2
WEST FARMS SQ,5,21,6.833333333333333
GRAND ARMY PLAZ,3,21,42.666666666666664
BROADWAY,G,21,5.4
125 ST,4,21,15.75
BROAD ST,J,21,0.0
BROAD CHANNEL,H,21,0.0
GRAND ST,D,21,
WEST FARMS SQ,2,21,10.454545454545455
BROAD CHANNEL,A,21,111.83333333333333
125 ST,5,21,22.25
BRIGHTON BEACH,Q,21,3.0
BEACH 90 ST,H,21,0.0
GRAND-NEWTOWN,M,21,
GRAND-NEWTOWN,R,21,0.0
125 ST,6,21,22.642857142857142
BRIARWOOD,E,21,
GRANT AV,A,21,106.04545454545455
WALL ST,5,21,22.333333333333332
BOWLING GREEN,5,21,10.714285714285714
BOWLING GREEN,4,21,13.75
GRD CNTRL-42 ST,7,21,12.785714285714286
BOWERY,J,21,4.2
125 ST,A,21,113.9
BOTANIC GARDEN,FS,21,0.7222222222222222
GREENPOINT AV,G,21,3.5
WALL ST,4,21,17.0
BOROUGH HALL,R,21,
BRIARWOOD,F,21,2.0
HOYT-SCHER,A,21,112.65
BEACH 67 ST,A,21,111.33333333333333
BEACH 60 ST,A,21,111.0
W 4 ST-WASH SQ,F,21,
AVENUE X,F,21,
AVENUE U,Q,21,
AVENUE U,N,21,0.0
JAY ST-METROTEC,A,21,111.27777777777777
14 ST,A,21,104.8
AVENUE U,F,21,
AVENUE P,F,21,
JAY ST-METROTEC,F,21,
AVENUE N,F,21,
JAY ST-METROTEC,N,21,
W 4 ST-WASH SQ,E,21,
AVENUE M,Q,21,
JAY ST-METROTEC,R,21,
45 ST,R,21,
14 ST,E,21,
AVENUE I,F,21,
JKSN HT-ROOSVLT,E,21,
AVENUE H,Q,21,
14 ST,F,21,
ATL AV-BARCLAY,4,21,10.2
JKSN HT-ROOSVLT,F,21,34.0
W 4 ST-WASH SQ,D,21,
ATL AV-BARCLAY,3,21,31.625
JKSN HT-ROOSVLT,M,21,
ATL AV-BARCLAY,2,21,6.7
JKSN HT-ROOSVLT,R,21,
14 ST,M,21,
ASTORIA DITMARS,N,21,1.0
JUNCTION BLVD,7,21,3.5
AVENUE J,Q,21,
125 ST,3,21,12.5
14 ST,3,21,2.0
B'WAY-LAFAYETTE,D,21,
HOYT-SCHER,G,21,2.8333333333333335
137 ST CITY COL,1,21,10.928571428571429
BEACH 44 ST,A,21,109.5
W 8 ST-AQUARIUM,Q,21,
HUNTERS PT AV,7,21,8.266666666666667
BEACH 36 ST,A,21,109.7
BEACH 25 ST,A,21,105.83333333333333
HUNTS POINT AV,6,21,12.583333333333334
138/GRAND CONC,4,21,12.576923076923077
BEACH 105 ST,H,21,0.0
BAYCHESTER AV,5,21,3.3333333333333335
INTERVALE AV,2,21,15.875
BAY RIDGE-95 ST,R,21,0.0
INTERVALE AV,5,21,8.4
JAMAICA CENTER,J,21,0.0
138/GRAND CONC,5,21,15.142857142857142
BAY RIDGE AV,R,21,
INWOOD-207 ST,A,21,115.8
BAY PKWY,N,21,
14 ST,1,21,1.4
JACKSON AV,2,21,10.5
BAY PKWY,F,21,
JACKSON AV,5,21,12.25
14 ST,2,21,0.9615384615384616
BAY PKWY,D,21,
W 4 ST-WASH SQ,M,21,
BAY 50 ST,D,21,0.5
B'WAY-LAFAYETTE,M,21,5.666666666666667
JAMAICA CENTER,E,21,
B'WAY-LAFAYETTE,F,21,
W 8 ST-AQUARIUM,F,21,0.0
ASTORIA BLVD,N,21,0.16666666666666666
GATES AV,J,21,5.2
BROOKLYN BRIDGE,4,21,11.363636363636363
WORLD TRADE CTR,E,21,0.0
COURT SQ,G,21,0.0
FAR ROCKAWAY,A,21,37.833333333333336
COURT SQ,7,21,8.466666666666667
FLATBUSH AV-B.C,2,21,14.375
CORTLANDT ST,R,21,
104 ST,J,21,11.0
FLUSHING AV,G,21,7.0
CORTELYOU RD,Q,21,
CONEY IS-STILLW,Q,21,0.0
FLUSHING AV,J,21,6.8
WOODLAWN,4,21,4.142857142857143
CONEY IS-STILLW,F,21,0.0
FLUSHING AV,M,21,8.25
110 ST,6,21,28.333333333333332
CONEY IS-STILLW,D,21,0.0
CLINTON-WASH AV,G,21,3.0
FLUSHING-MAIN,7,21,0.0
111 ST,7,21,1.0666666666666667
CLINTON-WASH AV,A,21,109.0
CLEVELAND ST,J,21,1.0
FORDHAM RD,4,21,6.625
WOODHAVEN BLVD,R,21,
CLASSON AV,G,21,3.4
FORDHAM RD,D,21,3.3333333333333335
CLARK ST,3,21,23.8
CLARK ST,2,21,6.538461538461538
FOREST AVE,M,21,2.0
111 ST,A,21,97.5
COURT SQ-23 ST,E,21,
104 ST,A,21,97.9
EUCLID AV,A,21,107.91666666666667
COURT SQ-23 ST,M,21,
E 149 ST,6,21,12.142857142857142
ZEREGA AV,6,21,2.0
E 180 ST,2,21,9.75
E 143/ST MARY'S,6,21,10.0
E 180 ST,5,21,4.8
DYCKMAN ST,A,21,92.1
103 ST,1,21,13.555555555555555
DYCKMAN ST,1,21,5.375
EAST BROADWAY,F,21,
DITMAS AV,F,21,
EASTCHSTER/DYRE,5,21,7.0
YORK ST,F,21,
DELANCEY/ESSEX,F,21,
EASTN PKWY-MUSM,2,21,4.166666666666667
WOODHAVEN BLVD,M,21,
DEKALB AV,R,21,
EASTN PKWY-MUSM,3,21,31.5
DEKALB AV,Q,21,
DEKALB AV,N,21,
CYPRESS HILLS,J,21,1.5
103 ST,A,21,113.2
CYPRESS AV,6,21,13.11111111111111
ELDER AV,6,21,10.0
WTC-CORTLANDT,1,21,2.375
CROWN HTS-UTICA,4,21,3.3333333333333335
ELMHURST AV,M,21,
CROWN HTS-UTICA,3,21,26.0
103 ST-CORONA,7,21,2.2
ELMHURST AV,R,21,
CRESCENT ST,J,21,1.4285714285714286
103 ST,6,21,29.90909090909091
CITY HALL,R,21,
FOREST HILLS 71,E,21,
CHURCH AV,Q,21,
CASTLE HILL AV,6,21,3.0
CARROLL ST,G,21,
FT HAMILTON PKY,G,21,0.0
116 ST-COLUMBIA,1,21,11.571428571428571
CARROLL ST,F,21,
CANAL ST,R,21,
FT HAMILTON PKY,N,21,
CANAL ST,N,21,
CANAL ST,J,21,4.75
FULTON ST,2,21,6.928571428571429
WHITEHALL S-FRY,R,21,
CANAL ST,E,21,2.6666666666666665
FULTON ST,3,21,28.11111111111111
121 ST,J,21,11.833333333333334
FT HAMILTON PKY,F,21,
CANAL ST,A,21,101.3
FULTON ST,4,21,15.545454545454545
125 ST,1,21,4.888888888888889
FULTON ST,5,21,15.6
BURNSIDE AV,4,21,5.444444444444445
WHITEHALL S-FRY,N,21,
BURKE AV,2,21,7.0
FULTON ST,A,21,105.59259259259258
125 ST,2,21,12.6
BUHRE AV,6,21,2.272727272727273
BROOKLYN BRIDGE,6,21,3.5
FULTON ST,G,21,2.8
WESTCHESTER SQ,6,21,2.7777777777777777
BROOKLYN BRIDGE,5,21,16.583333333333332
FULTON ST,J,21,0.0
CANAL ST,1,21,3.3333333333333335
BROOK AV,6,21,17.555555555555557
CATHEDRAL PKWY,1,21,12.363636363636363
FT HAMILTON PKY,D,21,
CHURCH AV,G,21,0.0
FOREST HILLS 71,F,21,16.0
111 ST,J,21,11.833333333333334
CHURCH AV,F,21,
FOREST HILLS 71,M,21,0.0
WOODHAVEN BLVD,J,21,
CHURCH AV,2,21,13.0
FOREST HILLS 71,R,21,0.0
CHRISTOPHER ST,1,21,4.333333333333333
FRANKLIN AV,A,21,108.33333333333333
116 ST,2,21,12.233333333333333
CHAUNCEY ST,J,21,5.0
CHAMBERS ST,J,21,2.0
FRANKLIN AV,FS,21,0.0
WHITLOCK AV,6,21,7.857142857142857
CHAMBERS ST,A,21,181.02777777777777
FRANKLIN ST,1,21,4.1
116 ST,3,21,16.333333333333332
CHAMBERS ST,2,21,7.933333333333334
CHAMBERS ST,1,21,3.6
FREEMAN ST,2,21,8.88888888888889
WINTHROP ST,2,21,7.083333333333333
CENTRAL PK N110,3,21,17.714285714285715
FREEMAN ST,5,21,8.5
116 ST,6,21,19.4375
CENTRAL PK N110,2,21,8.590909090909092
FRESH POND RD,M,21,1.3333333333333333
CENTRAL AV,M,21,1.0
116 ST,A,21,112.8
CATHEDRAL PKWY,A,21,113.8
CHAMBERS ST,3,21,24.7
JUNIUS ST,3,21,19.0
215 ST,1,21,5.0
7 AV,F,21,
50 ST,A,21,101.66666666666667
TIMES SQ-42 ST,1,21,8.538461538461538
72 ST,A,21,100.0
NORWOOD AV,J,21,1.5
METS-WILLETS PT,7,21,0.7
155 ST,A,21,110.2
50 ST,D,21,
72 ST,3,21,28.11111111111111
72 ST,2,21,11.090909090909092
MIDDLETOWN RD,6,21,2.9444444444444446
155 ST,D,21,2.3333333333333335
METROPOLITAN AV,M,21,0.0
174 ST,2,21,11.090909090909092
50 ST,E,21,
NORWOOD 205 ST,D,21,
MORISN AV/SNDVW,6,21,8.5
71 ST,D,21,
MORRIS PARK,5,21,1.75
51 ST,6,21,17.1
TREMONT AV,D,21,4.0
7 AV,G,21,
NORTHERN BLVD,R,21,
14 ST-UNION SQ,N,21,
MOSHOLU PKWY,4,21,1.6666666666666667
72 ST,1,21,11.590909090909092
157 ST,1,21,7.142857142857143
72 ST-2 AVE,Q,21,9.5
72 ST-2 AVE,R,21,
OCEAN PKWY,Q,21,0.0
5 AV/59 ST,N,21,4.166666666666667
79 ST,1,21,13.25
LORIMER ST,M,21,9.0
UTICA AV,A,21,112.95
77 ST,R,21,
5 AV/59 ST,R,21,
MARBLE HILL-225,1,21,1.75
14TH STREET,3,21,4.0
NOSTRAND AV,A,21,90.61111111111111
77 ST,6,21,22.928571428571427
15 ST-PROSPECT,G,21,
75 ST-ELDERTS,J,21,1.1666666666666667
15 ST-PROSPECT,F,21,
174 ST,5,21,4.5
5 AVE,7,21,6.785714285714286
75 AV,F,21,
MARCY AV,M,21,8.6
50 ST,1,21,8.6875
NOSTRAND AV,3,21,34.375
UNION ST,R,21,
75 AV,E,21,6.0
74 ST-BROADWAY,7,21,7.7
METROPOLITAN AV,G,21,5.2
MARCY AV,J,21,7.6
LORIMER ST,J,21,8.8
7 AV,E,21,
7 AV,D,21,
63 DR-REGO PARK,R,21,
63 DR-REGO PARK,M,21,0.0
NEPTUNE AV,F,21,
TIMES SQ-42 ST,3,21,29.125
TIMES SQ-42 ST,N,21,9.833333333333334
61 ST WOODSIDE,7,21,9.133333333333333
NEW UTRECHT AV,N,21,
NEREID AV,2,21,11.5
167 ST,D,21,2.8333333333333335
57 ST-7 AV,Q,21,
57 ST-7 AV,R,21,
167 ST,4,21,6.416666666666667
59 ST COLUMBUS,E,21,
NEVINS ST,2,21,6.5
168 ST,A,21,146.55
59 ST,N,21,3.9333333333333336
59 ST COLUMBUS,A,21,102.33333333333333
NEVINS ST,3,21,32.75
168 ST,E,21,
169 ST,F,21,
TIMES SQ-42 ST,7,21,6.6
59 ST COLUMBUS,1,21,9.0
59 ST,R,21,
NEW LOTS AV,3,21,10.5
59 ST COLUMBUS,D,21,11.833333333333334
170 ST,D,21,2.8333333333333335
57 ST-7 AV,N,21,6.916666666666667
65 ST,M,21,
MT EDEN AV,4,21,7.444444444444445
69 ST,7,21,7.75
161/YANKEE STAD,D,21,3.2
52 ST,7,21,8.5
NORTHERN BLVD,M,21,
MYRTLE AV,J,21,5.4
TIMES SQ-42 ST,2,21,8.166666666666666
TIMES SQ-42 ST,R,21,
68ST-HUNTER CO,6,21,20.928571428571427
53 ST,R,21,
67 AV,R,21,
NECK RD,Q,21,5.0
MYRTLE AV,M,21,6.666666666666667
MYRTLE-WILLOUGH,G,21,6.75
163 ST-AMSTERDM,A,21,111.66666666666667
NEWKIRK PLAZA,Q,21,
55 ST,D,21,
TIMES SQ-42 ST,Q,21,5.0
66 ST-LINCOLN,1,21,9.75
NASSAU AV,G,21,3.2
170 ST,4,21,9.25
57 ST,F,21,
NEWKIRK AV,2,21,8.461538461538462
65 ST,R,21,
67 AV,M,21,0.0
79 ST,D,21,
NEVINS ST,4,21,14.25
KNICKERBOCKER,M,21,1.3333333333333333
86 ST,Q,21,0.0
47-50 STS ROCK,D,21,
VERNON-JACKSON,7,21,9.076923076923077
KINGSTON-THROOP,A,21,107.75
49 ST,Q,21,
86 ST,N,21,0.0
174-175 STS,D,21,3.0
145 ST,A,21,113.07142857142857
PARK PLACE,FS,21,0.6666666666666666
SUTPHIN-ARCHER,J,21,12.0
49 ST,R,21,
86 ST,A,21,105.85714285714286
86 ST,6,21,24.85
KOSCIUSZKO ST,J,21,5.2
46 ST,R,21,
KINGS HWY,F,21,
96 ST-2 AVE,Q,21,0.0
PARSONS BLVD,F,21,
18 AV,D,21,
145 ST,E,21,
VAN SICLEN AV,J,21,2.6666666666666665
86 ST,5,21,23.13888888888889
49 ST,N,21,9.833333333333334
96 ST,A,21,102.2
176 ST,4,21,5.291666666666667
KINGS HWY,Q,21,
96 ST,2,21,13.866666666666667
96 ST,1,21,13.3
PARKSIDE AV,Q,21,
145 ST,1,21,10.416666666666666
14 ST-UNION SQ,R,21,
47-50 STS ROCK,F,21,
47-50 STS ROCK,M,21,
86 ST,R,21,
90 ST-ELMHURST,7,21,5.0
VAN SICLEN AVE,A,21,103.0
9 AV,D,21,
KINGSBRIDGE RD,D,21,1.0
96 ST,6,21,25.272727272727273
PARKCHESTER,6,21,4.3076923076923075
KINGSTON AV,3,21,24.444444444444443
88 ST,A,21,105.35
86 ST-2 AVE,N,21,12.5
145 ST,3,21,3.6
KINGS HWY,N,21,
LAFAYETTE AV,A,21,110.0
ALABAMA AV,J,21,4.333333333333333
AQUEDUCT N.COND,A,21,138.5
LEXINGTON AV/63,F,21,
80 ST,A,21,120.66666666666667
AQUEDUCT RACETR,A,21,5.666666666666667
8 ST-NYU,R,21,
LEXINGTON AV/63,Q,21,
5 AV/53 ST,E,21,
OZONE PK LEFFRT,A,21,47.5
14TH STREET,1,21,2.1
W 4 ST-WASH SQ,A,21,101.36363636363636
5 AV/53 ST,M,21,
46 ST,M,21,
ASTOR PL,6,21,8.444444444444445
8 ST-NYU,N,21,
PELHAM BAY PARK,6,21,4.125
V.CORTLANDT PK,1,21,2.125
LIBERTY AV,A,21,106.0
8 AV,N,21,
8 AV,E,21,
LONGWOOD AV,6,21,10.61111111111111
8 AV,A,21,105.05
14TH STREET,2,21,1.9230769230769231
86 ST,4,21,14.722222222222221
4AV-9 ST,G,21,
96 ST,3,21,21.2
VAN SICLEN AV,3,21,3.75
KEW GARDENS,F,21,16.0
ALLERTON AV,2,21,8.7
85 ST-FOREST PK,J,21,1.0
KEW GARDENS,E,21,
81 ST-MUSEUM,A,21,126.9
14 ST-UNION SQ,Q,21,
LEXINGTON AV/53,M,21,
LEXINGTON AV/53,E,21,
149/GRAND CONC,2,21,18.22222222222222
175 ST,A,21,126.36363636363636
PARK PLACE,3,21,31.0
4AV-9 ST,F,21,
SUTTER AV-RUTLD,3,21,18.857142857142858
PARK PLACE,2,21,7.653846153846154
82 ST-JACKSON H,7,21,6.533333333333333
149/GRAND CONC,5,21,14.0
86 ST,1,21,17.6
169 ST,F,22,0.6666666666666666
176 ST,4,22,5.090909090909091
TIMES SQ-42 ST,3,22,18.375
SUTPHIN-ARCHER,E,22,7.0
116 ST,2,22,5.8125
WOODHAVEN BLVD,J,22,
207 ST,1,22,2.090909090909091
18 AV,N,22,
18 AV,D,22,
174-175 STS,D,22,1.6
103 ST,1,22,9.333333333333334
WORLD TRADE CTR,E,22,
168 ST,E,22,
174 ST,5,22,6.0
104 ST,A,22,95.33333333333333
SUTPHIN BLVD,F,22,13.666666666666666
104 ST,J,22,8.4
WOODLAWN,4,22,5.571428571428571
SUTTER AV-RUTLD,3,22,16.0
103 ST-CORONA,7,22,1.4285714285714286
TIMES SQ-42 ST,1,22,6.625
WTC-CORTLANDT,1,22,2.375
110 ST,6,22,18.65
174 ST,2,22,4.571428571428571
103 ST,E,22,
111 ST,J,22,8.8
18 AV,F,22,
111 ST,7,22,0.7916666666666666
21 ST,G,22,0.6666666666666666
103 ST,A,22,107.0
175 ST,E,22,
WOODHAVEN BLVD,R,22,
21 ST-QNSBRIDGE,F,22,
170 ST,D,22,1.6
103 ST,6,22,19.1
SUTPHIN-ARCHER,J,22,9.6
TIMES SQ-42 ST,2,22,5.6923076923076925
111 ST,A,22,94.83333333333333
WOODHAVEN BLVD,M,22,
YORK ST,F,22,
170 ST,4,22,5.3
175 ST,A,22,112.3
SOUTH FERRY,R,22,
14 ST-UNION SQ,N,22,
WOODHAVEN BLVD,E,22,4.666666666666667
145 ST,E,22,
138/GRAND CONC,4,22,9.272727272727273
149/GRAND CONC,2,22,6.954545454545454
191 ST,1,22,2.8181818181818183
SPRING ST,E,22,3.0
W 8 ST-AQUARIUM,Q,22,0.0
149/GRAND CONC,5,22,10.444444444444445
137 ST CITY COL,1,22,5.5
VAN SICLEN AV,3,22,1.8
135 ST,E,22,
138/GRAND CONC,5,22,11.75
181 ST,E,22,
135 ST,A,22,106.14285714285714
14TH STREET,1,22,1.2272727272727273
V.CORTLANDT PK,1,22,0.3333333333333333
135 ST,3,22,3.25
14TH STREET,2,22,1.0
WALL ST,2,22,2.8181818181818183
135 ST,2,22,6.75
UTICA AV,A,22,80.65
WALL ST,3,22,14.428571428571429
14TH STREET,3,22,3.5
WAKEFIELD/241,2,22,5.0
W 8 ST-AQUARIUM,F,22,0.0
145 ST,A,22,104.73076923076923
STEINWAY ST,M,22,
183 ST,4,22,5.454545454545454
W 4 ST-WASH SQ,A,22,108.75
14 ST,M,22,
W 4 ST-WASH SQ,D,22,
14 ST-UNION SQ,Q,22,
14 ST,F,22,
VERNON-JACKSON,7,22,7.615384615384615
14 ST,E,22,
ST LAWRENCE AV,6,22,8.3125
W 4 ST-WASH SQ,E,22,
14 ST-UNION SQ,R,22,
14 ST,A,22,105.59259259259258
182-183 STS,D,22,1.0
145 ST,1,22,3.05
VAN SICLEN AVE,A,22,78.6
14 ST,3,22,2.75
14 ST,2,22,0.6041666666666666
145 ST,3,22,1.25
190 ST,A,22,111.5
190 ST,E,22,
W 4 ST-WASH SQ,M,22,
VAN SICLEN AV,J,22,2.5
14 ST,1,22,0.75
125 ST,E,22,
WOODHAVEN BLVD,F,22,
STEINWAY ST,R,22,
2 AV,F,22,
125 ST,1,22,2.142857142857143
163 ST-AMSTERDM,A,22,109.16666666666667
121 ST,J,22,9.0
TIMES SQ-42 ST,Q,22,0.0
163 ST-AMSTERDM,E,22,
STERLING ST,2,22,2.4166666666666665
20 AV,N,22,
WHITEHALL S-FRY,R,22,
116 ST-COLUMBIA,1,22,12.428571428571429
SPRING ST,6,22,8.11111111111111
WHITEHALL S-FRY,N,22,
167 ST,4,22,6.090909090909091
WHITLOCK AV,6,22,8.11111111111111
116 ST,E,22,
116 ST,A,22,106.0
167 ST,D,22,1.8
18 ST,1,22,4.4
116 ST,6,22,21.22222222222222
168 ST,A,22,129.91666666666666
WINTHROP ST,2,22,4.25
TIMES SQ-42 ST,7,22,4.6
116 ST,3,22,7.214285714285714
TIMES SQ-42 ST,N,22,8.0
TIMES SQ-42 ST,R,22,
161/YANKEE STAD,D,22,1.6666666666666667
125 ST,2,22,5.4
15 ST-PROSPECT,F,22,
UNION ST,R,22,
181 ST,A,22,111.58333333333333
WALL ST,4,22,11.307692307692308
125 ST,A,22,108.77272727272727
WALL ST,5,22,18.3
15 ST-PROSPECT,G,22,
125 ST,6,22,17.541666666666668
SPRING ST,A,22,105.83333333333333
UNION ST,Q,22,
125 ST,5,22,16.77777777777778
155 ST,A,22,110.14285714285714
WEST FARMS SQ,2,22,3.590909090909091
155 ST,D,22,1.5
155 ST,E,22,0.0
125 ST,4,22,12.625
